star,review
3.8,뷰가 좋아요 ㅎㅎㅎ 나름? 근데 찾아가기는 복잡해서 좀 뱅뱅돌았어요ㅠㅠ 가산근처인듯 아닌듯 하지만 직원들도 친절하고 룸 업글도 해줘서 감사했습니다 잘 쉬다 갑니다!
3.8,"주변 환경은 별로지만, 호텔 내부 시설면에서 흠 잡을 것이 없었습니다. 흡연자들은 약간 불편하시겠지만 그건 어느 호텔도 마찬가지니..."
3.8,지하철역과는 조금 멀었지만 가격대비 정말 좋았어요! 방도 넓고 신축이라 깔끔했어요~ 비품들도 잘 구비되어 있었습니다. 잘 쉬었다갔습니다.
2.8,체크인시 주차시설 관리자분이 꼭 상주하도록 하셨으면 좋겠습니다 아빠차를 끌고온건지 운전미숙으로 기계주차를 하는데 15분정도 소요되었던 어린커플때문에 저희뿐아니라 그뒤차들도 무작정 대기할수밖에없었습니다 하다못해 동네 식당 주차장도 관리자분이 있는데 왜 호텔이란 이름을 달고도 그런 서비스를 제공을 못하는지 이해하기 힘듭니다
3.8,조식이 괜찮아서 재방문했는데 제때 리필이 안됨 아니 아예 음식이 없다고 보면 됨.조식상품을 판매안하는게 맞아요.룸컨디션은 가성비가 좋으나 조식 너무 엉망임 다은분들도 항의 함
3.8,"디너뷔페와 조식 이용했는데, 너무 만족했습니다! 위치가 조금 아쉬웠지만... 직원분들 너무 친절하고, 방이 넘 따뜻해서 푹 잘잤습니다^^!"
2.8,"여러번 방문했습니다 그때마다 욕실 욕조에서 물이 너무 안 빠집니다!! 그리고 어제는 들어가자마자 손 씻으려 있는데 세면대에서 약 6cm 길이의 머리카락이 2개가 발견되었습니다 베개가 높은편이나 안 베고 자면 되니 괜찮습니다 침구 상태도 나쁘지 않았구요 방 따뜻했구요 조식패키지였으며, 8시반경 갔는데 티켓 받아주시는 분 없었고 서버(?) 한명뿐이라 주고 들어가 먹었습니다 직원 한명뿐이라 빵이나 야채 등이 떨어져도 애기의자 등등만 챙겨주고 새로 들어온 고객들 물 안 따라주더군요 원래 여기 조식먹을때 다 첫잔은 따라주셨는데. 뭐 그건 이해합니다 혼자 접시 치우기 바쁘더라구요 나갈때쯤 시리얼 조금 채우는데 밑에 서랍문을 쾅쾅 열고 쾅쾅 닫고. 제 옆 테이블에 그릇치우면서 인상쓰고 쨍그랑쨍그랑 달그락달그락.. 기사식당 온줄 알았습니다 제가 오버해서 말한 부분 인정합니다 혼자서 하니 당연히 힘들죠 안xx직원분, 손님들 먹을때 조금만 조심히 식기를 다뤄주세요 밑에 서랍 조금만 조심히 닫아주세요 9시쯤 다 먹고 나가려는데 매니저같은 남자직원 한명이 테이블종이 몇개 교체하고 사라지더군요 볶음밥도 딱딱했고 스프도 너무 물같이 옅었습니다 우유 및 쥬스 등등 다 떨어졌으나 부를 직원이 없었습니다 조식 2번 먹어봤는데 때..."
2.5,"미소 없는 직원들 . 손님 입장에서 생각하지 않는 서비스 마인드 청소는 시트 교체는 좋음 조식별로.. 변화 요망 옥상 정원 아이들이 놀기엔 위험 , 정리정도, 모서리등 위험지대 일부있음. 빨래 건조기 안좋음 호텔 인포데스크 깨끗 물이 안매려감 매번 변기 막힘... 가격이 싸다고 하면 한번은 추천 비싸면 다른곳 추천"
3.8,"가격대비 굉장히 깔끔하고 좋습니다.^^ 다만 베개가 너무 높아서, 자고일어나면 목이 좀 아프네요ㅠ 이 부분만 개선됐으면 좋겠습니다^^"
2.3,수건하나더달라고했더니 안에수건이 몇개인데 왜부족하냐는식으로 말하던 직원도 불친절하고 체크아웃이후에 미니바안썻다고 하고 체크아웃햇는데 전화까지와서 안쓴거맞냐고 확인하네요. 미니바를제가썻는지 안썻는지는 비품체크하면 나오는거아닌가요. 이런데는처음이네요 최악의서비스 감사합니다.
3.8,체크인하고 방에 들어와보니 화장실 청소가 덜 되어있어서 프론트에 전화했더니 다른 방으로 바꿔주셨어요. 시설은 전체적으로 깔끔했고 직원분들이 너무 친절해서 좋았습니다
3.8,새호텔이라 깨끗하고 좋았어요! 뷰가 탁 트여서 아침에 기분도 좋고~~ 조금 외진 곳에 있어서 접근성이 약간 떨어지는게 안타깝지만 대체적으로 만족스러운 호텔이었습니다
5,시설도 깔끔하고 조식도 나름 괜찮았습니다
5,아주만족한 호텔입니다. 깨끗
5,조용하고 편안하게 지내고 왔네요.
5,깔끔 브렄치도 맛있어요!
5,방 청소 상태도 좋고 뷰도 좋아서 매번 만족합니다ㅎㅎ
5,전체적으로 친절하시고 만족스러워요
5,항상 깨끗해서 만족합니다
5,깨끗하고 너무 좋았습니다
4.8,깔끔하고 넓고 참 좋았습니다~
5,깔끔하고 좋아요 잘 쉬다 왔습니다
4.5,직원 분들이 세심하고 친절해요
4.8,늘 만족합니다. 에어컨 조절이 섬세했으면 합니다.
5,좋은시간 보냈습니당^^
5,직원분들 짱 친절 객실도 만족스러워요 가성비 갑
4.5,폭신폭신 침대가 좋아요
5,깨끗하고 친절하고 좋습니다.
4.5,갈 때마다 편하게 잘 머물다 갑니다
5,깔끔하고 좋아요. 굿굿굿
4.8,가산으로 놀러갈때 또 이용할 꺼예요
5,최애 호텔입니당 !!!
5,넘 쾌적하고 좋았어요~~
5,침구가 너무 편안하고 안락해요
4.8,깔끔하고 좋아요. 좋습니다.
4.5,늘 포근하게 잘 이용하고 있습니다~ 다만 샤워부스의 물이 옆으로 너무 새요ㅠ
5,깨끗하고 가성비 좋게 잘 쉬다가 왔어요! 다음에 또 가고 싶을만큼 만족스러웠습니다ㅎㅎ
4.5,대리석바닥이어서 위생적이었고 화장실도 깔끔해서 좋았어요
4.5,누워서 아무생각없이 하늘 보기 참좋습니다 카메라로 못담았는데 참이뻐요
5,안얀천뷰라 좋았고 쾌적하고 청결해서 자주 가는 것 같아요^^
5,침구도 서비스도 좋았습니다 다음에 꼭 다시 묶을 예정이에요
4.8,day use 사용했는데 시간도 길고 창문 뷰도 좋았고 브런치도 주셔서 푹 잘 쉬다왔어요
4.8,객실이 너무 깔끔하고 좋았어요!! 체크인 시간도 마음에 들었어요!!!
5,항상가는곳. 폼클렌징은없어요 배달은 지하1층가서 받아야하고 빨간양념류 회 등등 배달 메뉴 제한있으니.참고하시면 조을듯여
5,모든 부분에서 청결해서 너무 좋았어요 잠도 푹 잤습ㄴㅔ다~!!! 우선 직원분들이 다 친절하셔서 너무 좋았어요
4.8,늦잠은 비추 청소 시간에 물건 옮기는 소리가 너무 크게 들림 주차 리프트에 주차 못하는 차량은 주차 힘듬
5,전망 좋고 물건들 깔끔하니 좋았습니다.무엇보다 13층에 있는 하늘공원에 올라가면 전망이 아주 좋으니 꼭 가보시길 추천드려요!
5,늘 직원분들이 친절하시고 깨끗하고 좋아요. 이번엔 벚꽃 만발함을 볼 수 있어 더 좋았어용~
5,"바닥 온돌난방과 벚꽃 안양천뷰, 그리고 깔끔한 객실과 인테리어가 너무 만족스러워서 매번 방문하고 있습니다"
5,침구도 깔끔하고 대리석 바닥이어서 위생적으로도 정말 좋습니다. 방음도 잘되구요. 레이트체크아웃으로 했는데 정말 좋네요~
5,방도크고 야경좋고 욕조도있고 친절해서 좋았어요 ㅣ1층이라 그런지 수압은 조금 약했지만 다 좋았습니다
4.5,방도 깨끗하고 직원 친절하고 욕조 편안하고 물도 따뜻했고 배수 잘만되고 가성비 만족했어요
5,"섬세하게 신경써주시고, 시설도 깔끔하여 너무 좋았습니다! 식사때도 세심한 배려로 맛있게 편히 하고 왔습니다~"
5,객실도 5성급 호텔보다 깨끗하고 직원분들 너무 친절하셔서 기분좋게 머물다왔습니다 감사합니다~
5,물이 안빠진다고 여기저기서 봤는데 잘만 빠지더라구요ㅎ 뷰도 좋고 직원분들 엄청 친절하세요 혼자 잘 쉬고왔어요
5,좋습니다.따뜻하고 아늑하고.전망은 별거없지만 햇살이 방안가득 들어오는게 너무 좋네요.자주 이용하려구요
4.8,깨끗하고 좋았ㅇ니요. 수압이 약한거 같아요. 수압과 배수~^^. 뷰도 조코 조아요!!~~^^
4.8,코ㅐ적하고 야경도 멋져요~~ 몹시 지쳐있는데 체크인하고 객실 보니까 피로가 싹 풀리더라구요ㅎㅎ
5,"한달에 한번은 꼭 가는 호텔이에요 침구는 물론 룸, 화장실도 너무 깨끗해요 식사도 입맛에 맞고, 서비스 또한 최고입니당"
4.5,애매한 5성급 호텔 젤 안좋은방보다 같은값으로 젤 좋은방 쓰니깐 넓고 깨끗하고 좋네요 티비두 두개고 쇼파도 편하구
4.8,수ㄱ소가 넓고 쾌적해서 좋았어요! 소파 밑이 좀 더럽긴 했는데 괜찮았어요 욕조도 사용하기 편하구 깨끗했어요
1,후기 잘 안쓰는데..정말 최악중에 최악... 간판만 호텔 수준은 모텔...아니 더 못함... 화장실 휴지 다 젖어있고 이시국에.....위생상태... 그리고 절대 방음 안됨....커플들 가지마삼... 밤새 잠 못잠.........더 이상은 말 안하겠음...경험해보삼..
5,"코로나19 영향이 있어 투숙객 감소 상태이지만, 역설적으로 조용하고 청정 상태라 안전해서 좋았음."
4.8,침구가 너무 부드럽고 방이 원래는4층이엇는데 우연히 방이빠져 11층으로 방이 배정되엇는데 야경이 정말 예뻣습니다:>
4.5,뷰도 너무좋고 가성비 만족이에요!! 위치는 개인적으로 마음에 들지 않았지만 지하철역도 근처고 나쁘진 않아요
4.5,"직원분들도 엄청 친절하시고, 룸 청소도 깨끗하게 해주셔서 2박 이용하는데 큰 불편함 없이 이용했습니다!"
5,"매트리스 진짜 편하고 좋고, 뷰도 괜찮았어요! 솔직히 가격대비 진짜 너무 괜찮아서 좋았어요! 또 갈거같아요!"
4.5,위치가 좀 애매하긴 했지만 직원분들도 너무 친절하고 시설도 좋아서 편히 잘 쉬다 왔어요!!
4.8,저ㄴ반적으로 너무 맘에 듭니다. 깨끗하고 룸 컴디션이 너무 좋네요.. 재방문 의사 엄청 많아요~!!
4.8,비즈니스호텔이지만 상당히 넓고 대리석 인테리어가 고급스럽습니다. 저가형 호텔이라는 생각은 안들어요!
4.5,깨끗하고 직원도 친절하고 근처에 바로 편의전도 있고 편했어요 ㅋㅋ 역에서 거리가 약간 있는거 빼곤 만족!!
4.8,배수가 느린거 말고는 다 좋았습니다. 방도 깨끗하고 조식도 생각보다 잘 나와서 든든히 먹었습니다.
5,지하철에서 약간 먼감이 없지 않아있지만 저렴한 가격에 방도 깨끗하고 모든것이 갖춰져있었어요
2,일부러 돈 더주고 호텔 예약했는데 정말 별로였네요 레이트 체크아웃으로 14시 체크아웃이였는데 중간에 청소하시는분인지 일하시는 직원분이 그냥 문열고 들어오셨어요. 돈 더주고 호텔 예약한 의미가 없네요. 정말 별로였어요.
1.5,"헬륨풍선 객실 반입 안된다며 주차된 차량까지 따라와서 객실내 뭐 들고갈거냐며 짐을 확인하려 하였습니다. 이럴거면 객실 내 반입 불가품목에 대한 사항을 홈페이지에 기재해야 하는것 아닌가 싶습니다. 풍선은 객실 내 반입금지인것는 상식아니냐며 몰상식한 사람 취급받았습니다. 청소를 다 못끝냈다며 체크인도 2시보다 늦어졌고 계속 cctv로 감시하였는지 체크아웃 하러 갔을땐 말도 안했는데 저희 호수를 말씀하셨네요. 방범을 위해 설치한 cctv가 고객을 감시하는 용도로 쓰이는줄은 몰랐고요, 체크인할때 쇼파 1200만원짜리니 옮기지 말라고 하셨는데 굳이 가격까지 언급하면서 그런얘길한 이유를 모르겠어요. 제가 꽁짜로 들어간것도 아니고 제값을 지불하고 간건데 말이죠. 그렇게 비싸다고 느끼시면 아예 놓지 않는게 맞지 않나 싶습니다. 거의 스무번정도 이 호텔 이용했고 주변에도 많이 추천했는데 앞으로는 갈일 없을것 같고요, 풍선,초 반입 금지라고 하니 파티하러 가시는분들 참고하시면 좋겠네요"
4.8,방도 깨끗하고 침구도 깨끗했어요..다 좋은데 리뷰처럼 배수가 잘 안되는듯했어요..그것만 빼면 다 좋았어요
4.8,가성비 최고 접근성도 은근 좋아서 서울 출장때마다 애용중입니다 바로옆 안양천도 산책하기 좋아요
4.8,"인테리어 모던 깔끔하게 잘되어잇고 침구류, 화장실 매우 청결해서 기분 좋게 보내고 갑니다. 스킨 로션없으니 미리 준비하세요"
5,출장겸해서 반신반의로 예약해서 갔는데 가성비가너무좋은 호텔이었어요 게다가 조식까지 후회하시지않을거에요
1,우선 불편 사항은 주차장 입구. 기계식 주차 불편 나머지는 쏘쏘합니다 청소상태. 방음. 어짜피 길게 머물곳이 아니기에 어제도 4시간정도 7만원에 이용했구요 모텔보단 좋아서 종종이용하는곳입니다 방금 프론트에서 연락이 왔네요 사이다 드시고 결제를 안하셨다고 4시간정도 이용하고 체크 아웃할때 유료상품을 마셨으면 이야기를 했겠지요 냉장고의 내용물이 뭐가 들어있는지 확인도 안했구요 기억도 안납니다 일행이 혹시나 마셨나 하여 물어보니 역시 같은 답이네요 술은 일절 마시지않은 온전한 상태로 방문한것이기에 기억을 못할일도 없습니다 체크인할때 실물카드 확인도하고 체크아웃도 꼬박꼬박하고 나오는데 몇천원짜리 사이다 몰래 먹고 도망간*이 되버렸네요 기분이 몹시 나쁩니다 룸 청소작업하고 재고물품 넣어두실때 확실한 체크하시고 고객들을 도둑*으로 몰지말아주세요
5,룸 업그레이드해주셔서 고마웠어요~ 안양천이 바로 앞에 있어서 산책하기도 좋고 침구아 욕실도 깨끗해서 좋았네요
5,두 번째 이용인데 침구도 편하고 항상 잘 쉬다 와요! 앞에 안양천이 있어서 밤에 산책하기 좋아요
5,가산에서 숙소 잡을 때면 늘 이용해요! 가족들도 데려오고 친구들도 데려오고 다른 사람한테도 추천할 정도로 넘 좋습니다:)
4.8,항상 방문할때마다 기분좋게 이용하고 돌아가는거 같아요~~ㅎㅎ 시설도 좋고 깔끔하고 직원분들도 다 친절해서 너무 좋습니다!!
5,욕실에 바디샴푸등 전혀없었어요 발닦는 타올두없었구요 체크를 잘 하셔야할듯...! 그리고 청결에 신경을 더 쓰셔야할듯...!
4.5,전체적으로 청결하고 친절하고 음식도 좋았습니다 주차장입구가 애매하고 타워라 좀 아쉬웠습니다
4.5,예전에 좋은기억째문에 방문햇는데 체크아웃시간이줄엇고 레이트체크아웃해듀 열두시더라고요 ㅠㅠ그점은아쉽규 방은 좋아요!
4.8,좋은 시설과 편안함이 있는 호텔입니다. 근데 주변에 식당이 가까이 없고 접근이 좀 쉽지 않은 점은 있어요
5,직원분이 친절하셔서 첫인상부터 좋았구요 침구 깨끗하고 방도 편안했습니다. 조식도 만족스러웠어요
4.5,깨끗하고 조용해요 화장실도 깔끔해서반신욕 티비보면서 잘했네요 ㅎㅎ 추천합니다 특히 침대가 너무 좋아요~
4.8,전제적으로 깨끗하고 시설도 너무 좋았어요! 집에서도 가깝고 ! 덕분에 호캉스 제대로 했네요^^
4.8,가격대비해서 진짜 이만한데 없는 것 같아요 가성비 최고최고 특히나 안양천 뷰는 다시 한 번 더 보고싶을 정도로 좋았어요!!
5,넓게 너무 잘쓰고 잘자고 따듯하게 하루 보내고 갑니다 ~~ 직원분들 친절하신건 덤인가요?? ㅎㅎ
4.5,시설은 매우 청결하여 마음에 들었습니다. 다만 프론트 직원이 친절하지않은 느낌을 주어 아쉽네요
5,두번째 방문이었는데요~ 이번엔 조식까지 신청해서 갔는데 역시나 편안히쉬고 맛있게 먹고 왔어요^^
5,생긴지 얼마안된건지 시설 모두가 좋았어요~ 바로앞에 안양천 벚꽃 풍경도 너무 이뻤구요~ 침구도 깨끗하니 꿀잠자고 왔습니다^^
5,직원분들도 친절하시고 조식도 맛있고 조식후 안양천 산책로가 가까워 산책하며 여유롭고 즐거운 시간보냈습니디
5,늘 이용합니다. 퇴실시간이 조금빠른거 빼곤 좋은데 퇴실시간 계속 이러면 고객 금방빠질거에요...꼭 참고 하세요
5,완전 좋아요 짱짱. 다음에도 또 이용하려고요 깨끗하고 푹신하고 조용했어요ㅎ 역도 가깝고-
4.8,역과의 거리는 조금 있는편이지만 주변에 편의점도 있고 좋아요! 무엇보다 깨끗하고 침구가 완전 마음에 들었어요!!
5,침구가 폭신폭신하고 몸에 착 감겨서 넘 좋았어요 물이 잘안빠지는건 좀 아쉬웠지만 쾌적하게 하루 잘 보내고 왔어요
5,방이 따뜻하고 깨끗해서 좋았고 주변 접근성도 좋았고 직원분들도 친절해서 다음에 또 이용하겠어요
4.5,룸컨디션 좋고 너무너무 잘잤어요 밖에서 잠 잘 못자는대 아늑해서 꿀잠잤네요 다만 바디워시가 여자 둘이 사용하기에 부족 ㅠㅠ
5,가산디지털3단지 인근 호텔 중 가장 위치도. 좋고 깨끗했어요. 아침 식사도 그리 나쁘지는 않았어요.
4.5,전체적으로 깨끗하고 넓어서 좋았어요. 흠이 있다면 욕조 배수구에 물 빠지는 속도가 넘 느린점 빼고는 전부 만족합니다~
4.5,침구도 깨끗 화장실도 깨끗! 창밖으로 강도 보이고~! 전체적으로 너무좋았어요! 친구들이랑 재밌게 보내고 갑니당!ㅎㅎ
4.8,일때문에 급하게 잡았는건데 전 굉장히 좋았어요 후기에 욕조 물 잘 안빠진다고 걱정많이 했는데요 전 괜찮더라구요 추천합니다
4.5,전체적으로 뷰도 좋고 시설도 깨끗하고 대 만족이었습니다 접근성도 역에서 도보 5분거리라 좋았습니다 재방문의사 있습니다
4.8,침구도 깨끗하고 좋았어용! 직원분도 친절하시고 뷰도 강이 보여서 그런지 예뻤어요 ㅎㅎㅎ 군더더기 없는 느낌? 가성비 굿굿
5,항상 애용해요~ 직원도 친절하고 방도 깨끗하고 뷰도 너무 좋고 위치도 맘에 들어요 옥상정원 좋습니다 기회되면 둘러보시길
4.8,"기계식 주차장이라 시간이 조금은 걸리지만ㅎㅎ객실도 깨끗하고 좋고, 직원분도 친절해서 또 방문하고 싶은 곳이에요!!^.^"
1,화장실은 온통 머리카락 투성이에 무었보다 바닥이 대형타일이깔려서 두번이나 넘어질번했네요. 물기가조금만 있어도 얼음판보다미끄러운타일을 방부터 욕실까지. 이부분은빨리개선되어야할부분.아그리고 욕실배수는모든객실이 잘안빠진다생각하면됩니다.
4.8,서울 본사 방문 때마다 이용합니다. 깨끗하고 저렴해서 늘 만족해요. 조식은 비용을 올리더라도 좀 개선되었으면 좋겠네요.
5,아이와 함께 간 여행이었는데 방도 깔끔하고 시원했고 친절하게 응대해줘서 좋았습니다 다음에도 또 이용할래요~
5,생각보다 가격대비 좋은곳이긴한데 솔직히 접근성에선 너무 불편함 너무 외진곳에 위치하고 있어서 택시기사도 잘모름 나머지 좋음
4.8,늘 망설임없이 선택... 지배인님도 여전히 기억해주시고 인사건네주셨고~ 모든것이 항상 만족스러운곳~~^^*
5,엄마가 서울 올라오셔서 여기서 묵었는데 뷰도 좋고 방도 깨끗해서 엄마가 너무 좋아하셨어요 ~ 조식도 만족합니다:)
5,고척스카이돔에 야구를 보기위해서 갔던거였는데 택시타고 고척돔까지 10분도 안걸리는 거리고 방도 깨끗하고 너무너무 좋았습니다!
5,뷰나 룸 컨디션은 좋았으나 주위에 식당이나 위락시설이 부족 하고 주차장이 협소해서 불편했음
4.5,서울출장때마다 항상 믿고 들르는 곳입니다. 차가없으면 이동이 약간 불편할순 있지만 가성비좋고 깨끗해서 좋아요
4.5,침구를 3일에 한번 변경하던데... 남이 사용해도 그냥두는건가라는 의문빼곤 좋았어요. 깨끗하고 조용하고 좋네요 ㅎ
4.5,룸컨디션 좋았고 전체적으로 만족...! 여름이라 역에서 10분정도 걸리는게 걸어가기 힘들었지만.. 그외에는 괜찮았어요
4.5,"다좋습니다. 다만, 에어컨 조절을 섬세하게 못하는게 아쉽네요. 풍량 조절되는 리모컨만 있어도....ㅜㅜ"
5,침구류도 깨끗하고 늦은시간인데도 친절하게 요구사항 들어주셔서 감사했습니다. 재방문의사 100
4.8,청결도도 좋았고 생긴지 얼마 안되서 그런지 깔끔했습니다ㅎㅎ 나름 리버뷰인것도 메리트가 있어요! 조식도 맛있었습니다ㅎㅎ
5,프런트 직원 분이 너무 친절하시고 잘해주십니다. 밖의 안양천 야경도 좋습니다. 다시 또 갈 것입니다.
5,여자친구가 너무 마음에들어하고 다음에 또 오고싶다고하네요 너무 좋았습니다 다음에 기회되면 또 들릴게요
4.5,도시고속도로 옆이라 창문 열면 시끄러운거 빼고 다 좋았네요. 청결에 조금만 더 신경 써주세요.
1,904호실 사용했는데 에어컨을 틀었는데도 시원해지지않아서 프론트에 전화해서 말하니까 조정해준대서 시원해지겠지 생각하고 기다렸는데 여전히 시원해지지않아서 다시 전화했음. 직원올려 보내준다그래서 알겠다하고 기다림. 올라온 직원은 우리가 지하주차장에 주차할때 봐주던 직원이였음 차가 커서 타워주차는 여지껏 한번도 안해봤고 다른곳에서도 모두 안된다하여 우리차 타워주차 안된다 말씀드렸더니 한번해보시라길래 속는셈치고 했음. 역시나 후진하라고 뜸. 후진해서 차빼려는데 바퀴 헛돌고 순간 공포감에 휩싸이게됐음. 운전하던 남자친구가 내려서 있으라고 걱정하지말라길래 내렸음. (혹시툭하고떨어진다거나 하는 불상사가발생할것처럼 겁이났음.) 처음 주차할때부터 심기불편했지만 정상가 이용으로 호텔 예약한것도아니고 저렴하게 갔으니 저렴한만큼 서비스 받겠거니 생각으로 그냥 참고 다른곳에 주차하라길래 주차했음. 어쨌든 에어컨 봐주러 올라온직원분이 사다리를 가지고 오셨음 침대 옆에 사다리를 세워서 에어컨을 뜯어? 열어? 보니 필터에는 먼지가 아주 아주 아주 많았음 그리고 우두두두 먼지들이 침대이불위로 떨어지는게 눈에 다보였음 하.. 필터 청소 하고 온다고 함 904호실 문 열어두고 간다길래 금방 올까 싶어서 열어...
1.3,1. 욕조에 물이 안내려갑니다.. 2.침실은 디럭스 더블 ..인데..침대가 슈퍼싱글 넓이여서 너무 좁고 불편했습니다. 3.주변 도로에서 나는 소음이 매우 시끄럽습니다. 4.조식이 정말 엉망입니다. 먹을 만한게 없습니다.
5,대부분 만족합니다~~^^조식에 국이나 빵이 조금씩 바뀌면 좋겠다는 생각입니다~~맛은 충분합니다~^^
5,매번 제일 베이직한 디럭스 더블? 을 이용했었는데 이번에 프리미엄 더블을 가봣는데 정말 대만족이였습니다!
4.8,아침식사가 완전 맛났어요. 샐러드용 야채도 완전 싱싱하고 .. 전체적으로 가격대비 완전 좋음 가성비 짱...
5,가격이 저렴해서 모텔같은곳일까 걱정했는데 너무좋았어요.. ㅠㅠ 대리석 바닥도 예쁘고 청결합니당!!! 자주 애용할것같아요
4.5,침구 깨끗하고 시설도 좋구 지어진지 얼마 안된 신축건물같았어요 따뜻하게 푹 잘 쉬다가 왓어요 ^^ 추천 !
4.5,위치는 좀 애매하지만 가격대비 좋아요. 방도 꽤 크고 조용하고 깨끗했어요. 다음에도 가산근처에 가면 또 이용할거에요.
4.5,온돌이라 추위 많이 타시는 분들은 아주 뜨끈뜨근하고 좋습니다~ 더워서 옷을 못입고 잘 정도..^^..
4.8,"항상 좋은시간보내고 오는 곳이에요. 다만 어메니티로 비치된 샴푸, 린스, 바디워시가 별로예요. 그 외엔 모두 좋습니다."
5,전체적으로 깨끗하고 조용했으며 직원분들이 친절했읍니다. 조식은 메뉴가 조금더 추가되었으면합니다.
4.8,"조식도 괜찮고 여러모로 가성비 좋은 호텔입니다. 단, 조식 뷔페에 음식이 채워지는데 좀 오래 걸리는건 개선 되면 좋겠네요~"
5,"깨끗하고 좋았습니다 단 난방온도가 높아 객실이 많이 건조했습니다 환절기, 겨울철 감기에 걸리기 쉬운 환경이었습니다"
4.8,무료로 마시는 물 세병이였으면 좋겠어요. 슬리퍼 좋았어요~ 기념용으로 한컬레 가져왔네요.
4.5,깔끔하고 좋은 호텔이에요 ㅎㅎ 조식도 무난하니 잘 먹었어요. 다만 배수가 조금 안되긴 하더라구요
4.8,분위기 좋고 깔끔하고 전망 좋은 숙소입니다. 욕조 배수가 좀 별로였네요. 나머지는 대 만족입니다.
5,"당일 급하게 잡은 호텔이었는데 신축이라 깔끔하고 가격대비 정말 대대대만족입니다. 인테리어, 서비스, 청결상태 모두 최상!"
4.5,두번째 방문인데 아이 데리고 자기에 침대가 넓고 폭신해서 잘잔것 같아요 다음에도 재방문 할거예요
4.5,침구가 푹신푹신해서 잠 푹 잤어용 그리고 바닥 맨발로 다녀도 될 정도로 깨끗했어요! 재방문의사 100%
5,깨끗하고 조용하고 좋아요 또 이용할 예정이에요 주변에 음식점이 별로 없는게 유일한 단점입니다
5,모든게 마음에 들어요~호텔뷔페도 50%할인해주고 저희 부부는 자주이용하고있는 호텔중 하나입니다~^^
4.8,오픈한지 얼마지나지 않아서인지 아주 깨끗하고 한국표준협회교육시 이용하기에 거리도 근처라 좋았음.
5,언제나 친절하고 편합니다. 저렴한건 기본이구요 늘 서울방문시 여기로갑니다. 자차가 있으시다면 무조건 강추
4.5,"TV 리모콘 수신부가 불량이라 한참 애를 먹었어요. 결국 직원을 불러 해결하였음, 큰길가여서 쌩쌩 달리는 차소리가 시끄러웠음"
4.8,건물자체가 깔끔하고 고급스러워요~침구도 너무 깨끗하고 화장실도 깔끔하고 편하네요!!전체적으로 깔끔한게 너무 좋았어요
4.5,두번째 오는곳이에요 자주올거예요 이번엔 조식 패키지로 왔는데 조식 완전 깔끔하고 메인요리가 있어요
5,연휴 마지막 쉼터가 골드리버호텔 너무 깨끗하고 편하고 직원분들 너무 친절하시고 피곤했는데 대만족입니다
4.8,신설된곳이라 시설 엄청 좋지만 가산디지털단지역에서 10분 정도 걸어가야하는게 개인적으로는 힘들었어요
5,벚꽃 구경 잘하고 호텔시설 최고네요 직원분들 너무 친절하시고 모든게 만족해요 강추합니다
2,가서 방을 두번이나바꿨어요. 방한곳에는 녹물이 나오고 그리고 매니저분인지 ..누구신지는 잘 모르겠지만 남자분이셨는데 애기데리고 들어가자마자 벽에 낙서안하게 조심하라하시고 낙서를 안해야 되는게 당연한지라 그런건 당연히 안되는거라고 생각하고 있는데 체크인하러가자마자 그런말을 하니 기분나쁘더라고요 저희는 서울에 자주가서 호텔을 여러곳을 많이 이용했는데 그런곳은 처음이였어요 그리고 녹물나오는방이여서 주니어 스위트? 로 옮겼는데 다음날 조식을 먹는데 체크인할때 낙서하지말라고 했던 그분이 오셔서 뜬금없이 어디서 주무셨냐 애기는 원래 돈받는데 서비스로 해주는거라고 아주 생색내듯이 하더라구요 저희는 방을 두번이나 바꾸는 수고를 했는데도 죄송하다는 말없이 참 어이가 없었네요 그거말고 다른 여자직원분과 방을 바꿔주는 남자 직원분들은 친절했는데 생색내고 불친절하던 남자직원분때문에 다신안가게 될거같아요
4.8,깨끗하고 너무 좋았어요. 시설은 그냥 최고 !! 화장실 수압과 물내려감이 조금 아쉬웠습니다.
4,회사와 가깝고 깨끗하고 좋아요
4,숙박만 이용하다가 데일리유즈는 처음 이용해봤는데 좋습니다
4.3,전반적으로 만족합니다. 하지만 갈때마다 머리카락이 항상 보여서 좀 아쉽네요.
4.3,모든것이 좋았지만 주차가 어렵고 교통이 너무 혼잡합니다
4,친철하고 좋지만 말 많습니다....피곤하고 몸에 안좋아서 예민하니까 빨리 들어가서 쉬고싶었습니다..
4,비즈니스로 자주 방문했는데 깨끗하고 직원의 친절함에 자주 이용하고픈 호텔입니다 감사합니다~^^
4.3,잠자기 좋은 화경이지만 기계식 주차장이 아쉬웠습니다.. 퇴실시간에 사람몰리면 대기를 조금 해야됩니다
3,에어컨이 고장났는지 실내온도가 계속 27-28도 였어요 프론트에ㅡ전화하니 이상없다고 선풍기 준다고 하네요 따뜻하게 잘 묵었어요
4,역에서 도보 10분이었어요! 주변에 상가가 많지 않지만 배달시켜서 먹어서 크게 상관없어요! 대체로 좋았습니다!
4,요즘 코로나 때문인지 조식 뷔페식이 아닌 가져다 주는 아메리칸블랙퍼스트 로 진행하는 듯 합니다.
